preset,case_id,case_type,expected,actual,recovered,precision_at_3,citation_complete,has_duplicate,wrong_topic_right_company_false_support
weighted_gate_body,noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,numeric-trap-short-heading-operations,short_heading_trap,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,short-heading-trap-usd-currency,short_heading_trap,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,short-heading-trap-back-navigation,short_heading_trap,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,broad-corpus-governance-practices,broad_corpus_wide,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,true,false,false
weighted_gate_body,multi-company-remuneration-comparison,multi_company,SUPPORTED,SUPPORTED,false,0.3333,true,false,false
weighted_gate_body,weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,related-terminology-no-support-kp2-community,related_terminology_no_direct_support,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,quality-aware-act-remuneration-short,requires_quality_aware_interpretation,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,direction-lexical-act-growth-increase,requires_comparison_direction,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
weighted_gate_body,direction-lexical-bel-repurchase-removed,requires_comparison_direction,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,chronology-kp2-hse-governance-timeline,requires_chronology,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,sup-sbp-financial-incentives,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,sup-sbp-governance-special-incentives,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.5000,true,false,false
weighted_gate_body,sup-sdl-financial-directors-report-governance,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-sdl-governance-no-significant-changes,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,true,false,false
weighted_gate_body,sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.6667,true,false,false
weighted_gate_body,sup-sdl-strategy-share-based-payments,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-sur-financial-remuneration-weightings,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-sur-governance-malus-clawback,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.5000,true,false,false
weighted_gate_body,sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,true,false,false
weighted_gate_body,sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,partial-sur-target-setting-and-exact-budget,partially_answerable,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,SUPPORTED,SUPPORTED,true,0.6667,true,false,false
query_type_gate,sup-act-financial-growth,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate,sup-act-governance-board-meetings,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-act-risk-labour-standards,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-bel-financial-repurchase,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate,sup-bel-governance-board-charter,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate,sup-bel-risk-credit-guarantee,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-kp2-governance-hse-committee,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
query_type_gate,sup-kp2-financial-loss,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-kp2-strategy-disclosure-obligations,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,1.0000,true,false,false
query_type_gate,sup-sbp-governance-remuneration-policy,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-sbp-strategy-investment-proposition,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-sdl-financial-fair-value,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-sdl-governance-key-management,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-sdl-strategy-sovereign-risk,answerable_by_one_passage,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,sup-sur-financial-target-setting,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
query_type_gate,sup-sur-risk-stakeholder-governance,answerable_by_one_passage,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.3333,true,false,false
query_type_gate,sup-sur-strategy-loadshedding,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-multi-act-growth-both-sides,answerable_only_by_multiple_passages,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate,sup-earlier-side-act-labour,answerable_only_from_earlier_side,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate,sup-later-side-kp2-hse,answerable_only_from_later_side,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate,sup-new-sdl-directors-report,answerable_from_new_disclosure,SUPPORTED,INSUFFICIENT_EVIDENCE,true,1.0000,true,false,false
query_type_gate,sup-removed-act-leadership-bio,answerable_from_removed_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.5000,true,false,false
query_type_gate,sup-modified-bel-agm-notice,answerable_from_modified_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
query_type_gate,sup-period-kp2-2024,answerable_only_within_one_report_period,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,partial-sbp-remuneration-and-succession,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
query_type_gate,partial-bel-repurchase-and-buyback-pricing,partially_answerable,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate,partial-kp2-materiality-and-fraud-risk,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
query_type_gate,partial-act-diversity-and-gender-pay-gap,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
query_type_gate,ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,true,false,true
query_type_gate,ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
query_type_gate,ambiguous-sbp-listed-investment-performance,ambiguous,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
query_type_gate,ambiguous-sbp-non-executive-directors,ambiguous,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,true,false,false
query_type_gate,ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,true,false,false
query_type_gate,noanswer-airline-loyalty,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
query_type_gate,noanswer-esports,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
query_type_gate,noanswer-agriculture-subsidy,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
query_type_gate,noanswer-deep-sea-mining,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
query_type_gate,noanswer-social-media-influencer,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,noanswer-patent-litigation,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,noanswer-nonexistent-company,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
query_type_gate,noanswer-unsupported-acquisition,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,noanswer-nonexistent-regulatory-event,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
query_type_gate,noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
query_type_gate,numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
query_type_gate,numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,numeric-trap-short-heading-operations,short_heading_trap,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,short-heading-trap-usd-currency,short_heading_trap,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,short-heading-trap-back-navigation,short_heading_trap,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,broad-corpus-governance-practices,broad_corpus_wide,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,true,false,false
query_type_gate,multi-company-remuneration-comparison,multi_company,SUPPORTED,SUPPORTED,false,0.3333,true,false,false
query_type_gate,weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,related-terminology-no-support-kp2-community,related_terminology_no_direct_support,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,quality-aware-act-remuneration-short,requires_quality_aware_interpretation,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
query_type_gate,direction-lexical-act-growth-increase,requires_comparison_direction,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,direction-lexical-bel-repurchase-removed,requires_comparison_direction,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,chronology-kp2-hse-governance-timeline,requires_chronology,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,sup-sbp-financial-incentives,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
query_type_gate,sup-sbp-governance-special-incentives,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate,sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.5000,true,false,false
query_type_gate,sup-sdl-financial-directors-report-governance,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-sdl-governance-no-significant-changes,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,true,false,false
query_type_gate,sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.6667,true,false,false
query_type_gate,sup-sdl-strategy-share-based-payments,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-sur-financial-remuneration-weightings,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate,sup-sur-governance-malus-clawback,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.5000,true,false,false
query_type_gate,sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,true,false,false
query_type_gate,sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate,partial-sur-target-setting-and-exact-budget,partially_answerable,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate,repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate,repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate,repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,SUPPORTED,SUPPORTED,true,0.6667,true,false,false
query_type_gate_generic_penalty,sup-act-financial-growth,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-act-governance-board-meetings,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-act-risk-labour-standards,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-bel-financial-repurchase,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-bel-governance-board-charter,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-bel-risk-credit-guarantee,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-kp2-governance-hse-committee,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-kp2-financial-loss,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-kp2-strategy-disclosure-obligations,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,1.0000,true,false,false
query_type_gate_generic_penalty,sup-sbp-governance-remuneration-policy,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-sbp-strategy-investment-proposition,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-sdl-financial-fair-value,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-sdl-governance-key-management,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-sdl-strategy-sovereign-risk,answerable_by_one_passage,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-sur-financial-target-setting,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-sur-risk-stakeholder-governance,answerable_by_one_passage,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-sur-strategy-loadshedding,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-multi-act-growth-both-sides,answerable_only_by_multiple_passages,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-earlier-side-act-labour,answerable_only_from_earlier_side,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-later-side-kp2-hse,answerable_only_from_later_side,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-new-sdl-directors-report,answerable_from_new_disclosure,SUPPORTED,INSUFFICIENT_EVIDENCE,true,1.0000,true,false,false
query_type_gate_generic_penalty,sup-removed-act-leadership-bio,answerable_from_removed_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.5000,true,false,false
query_type_gate_generic_penalty,sup-modified-bel-agm-notice,answerable_from_modified_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-period-kp2-2024,answerable_only_within_one_report_period,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,partial-sbp-remuneration-and-succession,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,partial-bel-repurchase-and-buyback-pricing,partially_answerable,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,partial-kp2-materiality-and-fraud-risk,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,partial-act-diversity-and-gender-pay-gap,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
query_type_gate_generic_penalty,ambiguous-sbp-listed-investment-performance,ambiguous,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,ambiguous-sbp-non-executive-directors,ambiguous,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,noanswer-airline-loyalty,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,noanswer-esports,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,noanswer-agriculture-subsidy,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,noanswer-deep-sea-mining,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,noanswer-social-media-influencer,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,noanswer-patent-litigation,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,noanswer-nonexistent-company,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,noanswer-unsupported-acquisition,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,noanswer-nonexistent-regulatory-event,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,numeric-trap-short-heading-operations,short_heading_trap,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,short-heading-trap-usd-currency,short_heading_trap,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,short-heading-trap-back-navigation,short_heading_trap,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,broad-corpus-governance-practices,broad_corpus_wide,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,true,false,false
query_type_gate_generic_penalty,multi-company-remuneration-comparison,multi_company,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,true,false,false
query_type_gate_generic_penalty,weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,related-terminology-no-support-kp2-community,related_terminology_no_direct_support,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,quality-aware-act-remuneration-short,requires_quality_aware_interpretation,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,direction-lexical-act-growth-increase,requires_comparison_direction,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,direction-lexical-bel-repurchase-removed,requires_comparison_direction,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,chronology-kp2-hse-governance-timeline,requires_chronology,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-sbp-financial-incentives,answerable_by_one_passage,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-sbp-governance-special-incentives,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.5000,true,false,false
query_type_gate_generic_penalty,sup-sdl-financial-directors-report-governance,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-sdl-governance-no-significant-changes,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,true,false,false
query_type_gate_generic_penalty,sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.6667,true,false,false
query_type_gate_generic_penalty,sup-sdl-strategy-share-based-payments,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,sup-sur-financial-remuneration-weightings,answerable_by_one_passage,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-sur-governance-malus-clawback,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.5000,true,false,false
query_type_gate_generic_penalty,sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,partial-sur-target-setting-and-exact-budget,partially_answerable,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,true,false,false
query_type_gate_generic_penalty,repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
query_type_gate_generic_penalty,repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
query_type_gate_generic_penalty,repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,SUPPORTED,SUPPORTED,true,0.6667,true,false,false
full_gate,sup-act-financial-growth,answerable_by_one_passage,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
full_gate,sup-act-governance-board-meetings,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
full_gate,sup-act-risk-labour-standards,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
