case_id,case_type,reranker,evidence_set_size,expected,actual,recovered,precision_at_3,precision_at_5,recall_at_5,selected_a_trap,citation_complete,redundancy_ratio
sup-earlier-side-act-labour,answerable_only_from_earlier_side,quality_aware,8,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.3333
sup-later-side-kp2-hse,answerable_only_from_later_side,baseline,3,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.2500
sup-later-side-kp2-hse,answerable_only_from_later_side,baseline,5,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
sup-later-side-kp2-hse,answerable_only_from_later_side,baseline,8,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
sup-later-side-kp2-hse,answerable_only_from_later_side,concept_coverage,3,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.2500
sup-later-side-kp2-hse,answerable_only_from_later_side,concept_coverage,5,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
sup-later-side-kp2-hse,answerable_only_from_later_side,concept_coverage,8,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
sup-later-side-kp2-hse,answerable_only_from_later_side,quality_aware,3,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.2500
sup-later-side-kp2-hse,answerable_only_from_later_side,quality_aware,5,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
sup-later-side-kp2-hse,answerable_only_from_later_side,quality_aware,8,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
sup-new-sdl-directors-report,answerable_from_new_disclosure,baseline,3,SUPPORTED,INSUFFICIENT_EVIDENCE,true,1.0000,1.0000,1.0000,false,true,0.0000
sup-new-sdl-directors-report,answerable_from_new_disclosure,baseline,5,SUPPORTED,INSUFFICIENT_EVIDENCE,true,1.0000,1.0000,1.0000,false,true,0.0000
sup-new-sdl-directors-report,answerable_from_new_disclosure,baseline,8,SUPPORTED,INSUFFICIENT_EVIDENCE,true,1.0000,1.0000,1.0000,false,true,0.0000
sup-new-sdl-directors-report,answerable_from_new_disclosure,concept_coverage,3,SUPPORTED,INSUFFICIENT_EVIDENCE,true,1.0000,1.0000,1.0000,false,true,0.0000
sup-new-sdl-directors-report,answerable_from_new_disclosure,concept_coverage,5,SUPPORTED,INSUFFICIENT_EVIDENCE,true,1.0000,1.0000,1.0000,false,true,0.0000
sup-new-sdl-directors-report,answerable_from_new_disclosure,concept_coverage,8,SUPPORTED,INSUFFICIENT_EVIDENCE,true,1.0000,1.0000,1.0000,false,true,0.0000
sup-new-sdl-directors-report,answerable_from_new_disclosure,quality_aware,3,SUPPORTED,INSUFFICIENT_EVIDENCE,true,1.0000,1.0000,1.0000,false,true,0.0000
sup-new-sdl-directors-report,answerable_from_new_disclosure,quality_aware,5,SUPPORTED,INSUFFICIENT_EVIDENCE,true,1.0000,1.0000,1.0000,false,true,0.0000
sup-new-sdl-directors-report,answerable_from_new_disclosure,quality_aware,8,SUPPORTED,INSUFFICIENT_EVIDENCE,true,1.0000,1.0000,1.0000,false,true,0.0000
sup-removed-act-leadership-bio,answerable_from_removed_disclosure,baseline,3,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.3333,0.3333,1.0000,false,true,0.0000
sup-removed-act-leadership-bio,answerable_from_removed_disclosure,baseline,5,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.3333,0.3333,1.0000,false,true,0.5714
sup-removed-act-leadership-bio,answerable_from_removed_disclosure,baseline,8,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.3333,0.3333,1.0000,false,true,0.5714
sup-removed-act-leadership-bio,answerable_from_removed_disclosure,concept_coverage,3,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.5000,0.5000,1.0000,false,true,0.7143
sup-removed-act-leadership-bio,answerable_from_removed_disclosure,concept_coverage,5,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.5000,0.5000,1.0000,false,true,0.7143
sup-removed-act-leadership-bio,answerable_from_removed_disclosure,concept_coverage,8,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.5000,0.5000,1.0000,false,true,0.7143
sup-removed-act-leadership-bio,answerable_from_removed_disclosure,quality_aware,3,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.5000,0.5000,1.0000,false,true,0.7143
sup-removed-act-leadership-bio,answerable_from_removed_disclosure,quality_aware,5,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.5000,0.5000,1.0000,false,true,0.7143
sup-removed-act-leadership-bio,answerable_from_removed_disclosure,quality_aware,8,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.5000,0.5000,1.0000,false,true,0.7143
sup-modified-bel-agm-notice,answerable_from_modified_disclosure,baseline,3,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.4000
sup-modified-bel-agm-notice,answerable_from_modified_disclosure,baseline,5,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.8000
sup-modified-bel-agm-notice,answerable_from_modified_disclosure,baseline,8,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.8276
sup-modified-bel-agm-notice,answerable_from_modified_disclosure,concept_coverage,3,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.8333
sup-modified-bel-agm-notice,answerable_from_modified_disclosure,concept_coverage,5,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.9000
sup-modified-bel-agm-notice,answerable_from_modified_disclosure,concept_coverage,8,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.8966
sup-modified-bel-agm-notice,answerable_from_modified_disclosure,quality_aware,3,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.8333
sup-modified-bel-agm-notice,answerable_from_modified_disclosure,quality_aware,5,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.9000
sup-modified-bel-agm-notice,answerable_from_modified_disclosure,quality_aware,8,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.8966
sup-period-kp2-2024,answerable_only_within_one_report_period,baseline,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-period-kp2-2024,answerable_only_within_one_report_period,baseline,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-period-kp2-2024,answerable_only_within_one_report_period,baseline,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-period-kp2-2024,answerable_only_within_one_report_period,concept_coverage,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-period-kp2-2024,answerable_only_within_one_report_period,concept_coverage,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-period-kp2-2024,answerable_only_within_one_report_period,concept_coverage,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-period-kp2-2024,answerable_only_within_one_report_period,quality_aware,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-period-kp2-2024,answerable_only_within_one_report_period,quality_aware,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-period-kp2-2024,answerable_only_within_one_report_period,quality_aware,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
partial-sbp-remuneration-and-succession,partially_answerable,baseline,3,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.4000
partial-sbp-remuneration-and-succession,partially_answerable,baseline,5,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.5556
partial-sbp-remuneration-and-succession,partially_answerable,baseline,8,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.5556
partial-sbp-remuneration-and-succession,partially_answerable,concept_coverage,3,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.4000
partial-sbp-remuneration-and-succession,partially_answerable,concept_coverage,5,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.5556
partial-sbp-remuneration-and-succession,partially_answerable,concept_coverage,8,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.5556
partial-sbp-remuneration-and-succession,partially_answerable,quality_aware,3,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.4000
partial-sbp-remuneration-and-succession,partially_answerable,quality_aware,5,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.5556
partial-sbp-remuneration-and-succession,partially_answerable,quality_aware,8,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.5556
partial-bel-repurchase-and-buyback-pricing,partially_answerable,baseline,3,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
partial-bel-repurchase-and-buyback-pricing,partially_answerable,baseline,5,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
partial-bel-repurchase-and-buyback-pricing,partially_answerable,baseline,8,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
partial-bel-repurchase-and-buyback-pricing,partially_answerable,concept_coverage,3,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
partial-bel-repurchase-and-buyback-pricing,partially_answerable,concept_coverage,5,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
partial-bel-repurchase-and-buyback-pricing,partially_answerable,concept_coverage,8,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
partial-bel-repurchase-and-buyback-pricing,partially_answerable,quality_aware,3,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
partial-bel-repurchase-and-buyback-pricing,partially_answerable,quality_aware,5,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
partial-bel-repurchase-and-buyback-pricing,partially_answerable,quality_aware,8,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6000
partial-kp2-materiality-and-fraud-risk,partially_answerable,baseline,3,PARTIALLY_SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.0000
partial-kp2-materiality-and-fraud-risk,partially_answerable,baseline,5,PARTIALLY_SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.4000
partial-kp2-materiality-and-fraud-risk,partially_answerable,baseline,8,PARTIALLY_SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.4000
partial-kp2-materiality-and-fraud-risk,partially_answerable,concept_coverage,3,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.0000
partial-kp2-materiality-and-fraud-risk,partially_answerable,concept_coverage,5,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.4000
partial-kp2-materiality-and-fraud-risk,partially_answerable,concept_coverage,8,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.4000
partial-kp2-materiality-and-fraud-risk,partially_answerable,quality_aware,3,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.0000
partial-kp2-materiality-and-fraud-risk,partially_answerable,quality_aware,5,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.4000
partial-kp2-materiality-and-fraud-risk,partially_answerable,quality_aware,8,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.4000
partial-act-diversity-and-gender-pay-gap,partially_answerable,baseline,3,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.3333
partial-act-diversity-and-gender-pay-gap,partially_answerable,baseline,5,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.3333
partial-act-diversity-and-gender-pay-gap,partially_answerable,baseline,8,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.3333
partial-act-diversity-and-gender-pay-gap,partially_answerable,concept_coverage,3,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.3333
partial-act-diversity-and-gender-pay-gap,partially_answerable,concept_coverage,5,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.3333
partial-act-diversity-and-gender-pay-gap,partially_answerable,concept_coverage,8,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.3333
partial-act-diversity-and-gender-pay-gap,partially_answerable,quality_aware,3,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.3333
partial-act-diversity-and-gender-pay-gap,partially_answerable,quality_aware,5,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.3333
partial-act-diversity-and-gender-pay-gap,partially_answerable,quality_aware,8,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.3333
ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,baseline,3,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,baseline,5,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,baseline,8,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,concept_coverage,3,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,concept_coverage,5,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,concept_coverage,8,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,quality_aware,3,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,quality_aware,5,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,quality_aware,8,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,baseline,3,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,1.0000,false,true,0.5000
ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,baseline,5,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,1.0000,false,true,0.8125
ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,baseline,8,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,1.0000,false,true,0.8125
ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,concept_coverage,3,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,1.0000,false,true,0.4000
ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,concept_coverage,5,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,1.0000,false,true,0.8125
ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,concept_coverage,8,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,1.0000,false,true,0.8125
ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,quality_aware,3,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,1.0000,false,true,0.4000
ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,quality_aware,5,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,1.0000,false,true,0.8125
ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,quality_aware,8,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,1.0000,false,true,0.8125
ambiguous-sbp-listed-investment-performance,ambiguous,baseline,3,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.2500
ambiguous-sbp-listed-investment-performance,ambiguous,baseline,5,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.8000
ambiguous-sbp-listed-investment-performance,ambiguous,baseline,8,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.8750
ambiguous-sbp-listed-investment-performance,ambiguous,concept_coverage,3,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-listed-investment-performance,ambiguous,concept_coverage,5,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.8000
ambiguous-sbp-listed-investment-performance,ambiguous,concept_coverage,8,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.8750
ambiguous-sbp-listed-investment-performance,ambiguous,quality_aware,3,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-listed-investment-performance,ambiguous,quality_aware,5,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.8000
ambiguous-sbp-listed-investment-performance,ambiguous,quality_aware,8,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.8750
ambiguous-sbp-non-executive-directors,ambiguous,baseline,3,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,0.0000,1.0000,true,true,0.0000
ambiguous-sbp-non-executive-directors,ambiguous,baseline,5,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,0.0000,1.0000,true,true,0.8000
ambiguous-sbp-non-executive-directors,ambiguous,baseline,8,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,0.0000,1.0000,true,true,0.8261
ambiguous-sbp-non-executive-directors,ambiguous,concept_coverage,3,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.2500
ambiguous-sbp-non-executive-directors,ambiguous,concept_coverage,5,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.8500
ambiguous-sbp-non-executive-directors,ambiguous,concept_coverage,8,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.8696
ambiguous-sbp-non-executive-directors,ambiguous,quality_aware,3,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.2500
ambiguous-sbp-non-executive-directors,ambiguous,quality_aware,5,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.8500
ambiguous-sbp-non-executive-directors,ambiguous,quality_aware,8,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,0.0000,1.0000,false,true,0.8696
ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,baseline,3,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,baseline,5,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,baseline,8,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,concept_coverage,3,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,concept_coverage,5,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,concept_coverage,8,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,quality_aware,3,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,quality_aware,5,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,quality_aware,8,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-airline-loyalty,no_answer_in_corpus,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5000
noanswer-airline-loyalty,no_answer_in_corpus,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8000
noanswer-airline-loyalty,no_answer_in_corpus,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8750
noanswer-airline-loyalty,no_answer_in_corpus,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-airline-loyalty,no_answer_in_corpus,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8000
noanswer-airline-loyalty,no_answer_in_corpus,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8438
noanswer-airline-loyalty,no_answer_in_corpus,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-airline-loyalty,no_answer_in_corpus,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8000
noanswer-airline-loyalty,no_answer_in_corpus,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8438
noanswer-esports,no_answer_in_corpus,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.2500
noanswer-esports,no_answer_in_corpus,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.7368
noanswer-esports,no_answer_in_corpus,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8125
noanswer-esports,no_answer_in_corpus,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-esports,no_answer_in_corpus,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8500
noanswer-esports,no_answer_in_corpus,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.9063
noanswer-esports,no_answer_in_corpus,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-esports,no_answer_in_corpus,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8500
noanswer-esports,no_answer_in_corpus,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.9063
noanswer-agriculture-subsidy,no_answer_in_corpus,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-agriculture-subsidy,no_answer_in_corpus,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.6429
noanswer-agriculture-subsidy,no_answer_in_corpus,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8125
noanswer-agriculture-subsidy,no_answer_in_corpus,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5000
noanswer-agriculture-subsidy,no_answer_in_corpus,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5833
