case_id,category,variant,mode,recall_at_5,recall_at_10,precision_at_5,substantive_precision_at_5,mrr,ndcg_at_10,short_fragment_rate_at_5,short_fragment_rate_at_10,irrelevant_short_fragment_rate_at_5,top_similarity,filter_accurate
period-act-2023,report_period_specific,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
period-act-2023,report_period_specific,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
period-act-2023,report_period_specific,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.2000,0.0000,1.0000,
period-act-2023,report_period_specific,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
period-act-2023,report_period_specific,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
period-act-2023,report_period_specific,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
period-act-2023,report_period_specific,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.2000,0.0000,1.0000,
period-act-2023,report_period_specific,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
period-kp2-2022-2023,report_period_specific,baseline,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,true
period-kp2-2022-2023,report_period_specific,remediated,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,true
period-kp2-2022-2023,report_period_specific,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8342,
period-kp2-2022-2023,report_period_specific,baseline,hybrid_exact,0.0000,1.0000,0.0000,0.0000,0.1667,,0.8000,0.7000,0.8000,,
period-kp2-2022-2023,report_period_specific,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8342,
period-kp2-2022-2023,report_period_specific,remediated,hybrid_exact,0.0000,1.0000,0.0000,0.0000,0.1667,,0.8000,0.7000,0.8000,,
period-kp2-2022-2023,report_period_specific,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8342,
period-kp2-2022-2023,report_period_specific,baseline,hybrid_hnsw,0.0000,1.0000,0.0000,0.0000,0.1667,,0.8000,0.7000,0.8000,,
period-kp2-2022-2023,report_period_specific,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8342,
period-kp2-2022-2023,report_period_specific,remediated,hybrid_hnsw,0.0000,1.0000,0.0000,0.0000,0.1667,,0.8000,0.7000,0.8000,,
status-new-margin,comparison_status,baseline,keyword,1.0000,1.0000,0.2000,0.2000,1.0000,,,,,,true
status-new-margin,comparison_status,remediated,keyword,1.0000,1.0000,0.2000,0.2000,1.0000,,,,,,true
status-new-margin,comparison_status,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8721,
status-new-margin,comparison_status,baseline,hybrid_exact,1.0000,1.0000,0.2000,0.2000,0.2000,,0.6000,0.7000,0.6000,,
status-new-margin,comparison_status,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.4000,0.7000,0.4000,0.8721,
status-new-margin,comparison_status,remediated,hybrid_exact,1.0000,1.0000,0.2000,0.2000,0.2000,,0.6000,0.5000,0.6000,,
status-new-margin,comparison_status,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8721,
status-new-margin,comparison_status,baseline,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,0.2000,,0.6000,0.7000,0.6000,,
status-new-margin,comparison_status,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.4000,0.7000,0.4000,0.8721,
status-new-margin,comparison_status,remediated,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,0.2000,,0.6000,0.5000,0.6000,,
status-removed-expansion,comparison_status,baseline,keyword,1.0000,1.0000,0.2000,0.2000,0.3333,,,,,,true
status-removed-expansion,comparison_status,remediated,keyword,1.0000,1.0000,0.2000,0.2000,0.3333,,,,,,true
status-removed-expansion,comparison_status,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0833,,0.8000,0.8000,0.8000,0.7882,
status-removed-expansion,comparison_status,baseline,hybrid_exact,1.0000,1.0000,0.2000,0.2000,0.5000,,0.4000,0.6000,0.4000,,
status-removed-expansion,comparison_status,remediated,semantic_exact,0.0000,1.0000,0.0000,0.0000,0.1250,,0.8000,0.4000,0.8000,0.7882,
status-removed-expansion,comparison_status,remediated,hybrid_exact,1.0000,1.0000,0.2000,0.2000,0.5000,,0.4000,0.4000,0.4000,,
status-removed-expansion,comparison_status,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0833,,0.8000,0.8000,0.8000,0.7882,
status-removed-expansion,comparison_status,baseline,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,0.5000,,0.4000,0.6000,0.4000,,
status-removed-expansion,comparison_status,remediated,semantic_hnsw,0.0000,1.0000,0.0000,0.0000,0.1250,,0.8000,0.4000,0.8000,0.7882,
status-removed-expansion,comparison_status,remediated,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,0.5000,,0.4000,0.4000,0.4000,,
status-ambiguous-currency,comparison_status,baseline,keyword,1.0000,1.0000,0.5000,0.5000,1.0000,,,,,,true
status-ambiguous-currency,comparison_status,remediated,keyword,1.0000,1.0000,0.5000,0.5000,1.0000,,,,,,true
status-ambiguous-currency,comparison_status,baseline,semantic_exact,1.0000,1.0000,0.2000,0.2000,1.0000,,0.0000,0.3000,0.0000,0.8100,
status-ambiguous-currency,comparison_status,baseline,hybrid_exact,1.0000,1.0000,0.2000,0.2000,1.0000,,0.0000,0.1000,0.0000,,
status-ambiguous-currency,comparison_status,remediated,semantic_exact,1.0000,1.0000,0.2000,0.2000,1.0000,,0.0000,0.2000,0.0000,0.8100,
status-ambiguous-currency,comparison_status,remediated,hybrid_exact,1.0000,1.0000,0.2000,0.2000,1.0000,,0.0000,0.0000,0.0000,,
status-ambiguous-currency,comparison_status,baseline,semantic_hnsw,1.0000,1.0000,0.2000,0.2000,1.0000,,0.0000,0.3000,0.0000,0.8100,
status-ambiguous-currency,comparison_status,baseline,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,1.0000,,0.0000,0.1000,0.0000,,
status-ambiguous-currency,comparison_status,remediated,semantic_hnsw,1.0000,1.0000,0.2000,0.2000,1.0000,,0.0000,0.2000,0.0000,0.8100,
status-ambiguous-currency,comparison_status,remediated,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,1.0000,,0.0000,0.0000,0.0000,,
status-unchanged-liquidity,comparison_status,baseline,keyword,1.0000,1.0000,0.2000,0.2000,1.0000,,,,,,true
status-unchanged-liquidity,comparison_status,remediated,keyword,1.0000,1.0000,0.2000,0.2000,1.0000,,,,,,true
status-unchanged-liquidity,comparison_status,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.8000,0.8000,0.8000,0.8532,
status-unchanged-liquidity,comparison_status,baseline,hybrid_exact,1.0000,1.0000,0.2000,0.2000,0.2500,,0.4000,0.4000,0.4000,,
status-unchanged-liquidity,comparison_status,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.8000,0.6000,0.8532,
status-unchanged-liquidity,comparison_status,remediated,hybrid_exact,1.0000,1.0000,0.2000,0.2000,0.3333,,0.2000,0.4000,0.2000,,
status-unchanged-liquidity,comparison_status,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.8000,0.8000,0.8000,0.8532,
status-unchanged-liquidity,comparison_status,baseline,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,0.2500,,0.4000,0.4000,0.4000,,
status-unchanged-liquidity,comparison_status,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.8000,0.6000,0.8532,
status-unchanged-liquidity,comparison_status,remediated,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,0.3333,,0.2000,0.4000,0.2000,,
risk-climate-category,risk_category,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
risk-climate-category,risk_category,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
risk-climate-category,risk_category,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.6039,
risk-climate-category,risk_category,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-climate-category,risk_category,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.6039,
risk-climate-category,risk_category,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-climate-category,risk_category,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.6039,
risk-climate-category,risk_category,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-climate-category,risk_category,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.6039,
risk-climate-category,risk_category,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-governance-category,risk_category,baseline,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
risk-governance-category,risk_category,remediated,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
risk-governance-category,risk_category,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-governance-category,risk_category,baseline,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-governance-category,risk_category,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-governance-category,risk_category,remediated,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-governance-category,risk_category,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-governance-category,risk_category,baseline,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-governance-category,risk_category,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-governance-category,risk_category,remediated,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-financial-condition-debt,risk_category,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
risk-financial-condition-debt,risk_category,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
risk-financial-condition-debt,risk_category,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-financial-condition-debt,risk_category,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-financial-condition-debt,risk_category,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-financial-condition-debt,risk_category,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-financial-condition-debt,risk_category,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-financial-condition-debt,risk_category,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-financial-condition-debt,risk_category,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
risk-financial-condition-debt,risk_category,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
lex-favored-sepco,lexical_favored,baseline,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
lex-favored-sepco,lexical_favored,remediated,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
lex-favored-sepco,lexical_favored,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.3000,0.0000,0.7313,
lex-favored-sepco,lexical_favored,baseline,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0189,,0.0000,0.0000,0.0000,,
lex-favored-sepco,lexical_favored,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.2000,0.0000,0.7313,
lex-favored-sepco,lexical_favored,remediated,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0196,,0.0000,0.0000,0.0000,,
lex-favored-sepco,lexical_favored,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.3000,0.0000,0.7313,
lex-favored-sepco,lexical_favored,baseline,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0189,,0.0000,0.0000,0.0000,,
lex-favored-sepco,lexical_favored,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.2000,0.0000,0.7313,
lex-favored-sepco,lexical_favored,remediated,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0196,,0.0000,0.0000,0.0000,,
lex-favored-king-iv,lexical_favored,baseline,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
lex-favored-king-iv,lexical_favored,remediated,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
lex-favored-king-iv,lexical_favored,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8089,
lex-favored-king-iv,lexical_favored,baseline,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
lex-favored-king-iv,lexical_favored,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.4000,0.7000,0.4000,0.8089,
lex-favored-king-iv,lexical_favored,remediated,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.4000,0.0000,,
lex-favored-king-iv,lexical_favored,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8089,
lex-favored-king-iv,lexical_favored,baseline,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
lex-favored-king-iv,lexical_favored,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.4000,0.7000,0.4000,0.8089,
lex-favored-king-iv,lexical_favored,remediated,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.4000,0.0000,,
sem-favored-continue-operating,semantic_favored,baseline,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
sem-favored-continue-operating,semantic_favored,remediated,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
sem-favored-continue-operating,semantic_favored,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8022,
sem-favored-continue-operating,semantic_favored,baseline,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,,
sem-favored-continue-operating,semantic_favored,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.8000,0.6000,0.8022,
sem-favored-continue-operating,semantic_favored,remediated,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.4000,0.4000,0.4000,,
sem-favored-continue-operating,semantic_favored,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8022,
sem-favored-continue-operating,semantic_favored,baseline,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,,
sem-favored-continue-operating,semantic_favored,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.8000,0.6000,0.8022,
sem-favored-continue-operating,semantic_favored,remediated,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.4000,0.4000,0.4000,,
sem-favored-board-oversight,semantic_favored,baseline,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
sem-favored-board-oversight,semantic_favored,remediated,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
sem-favored-board-oversight,semantic_favored,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,0.9000,1.0000,0.8140,
sem-favored-board-oversight,semantic_favored,baseline,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
sem-favored-board-oversight,semantic_favored,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.8000,0.9000,0.8000,0.8140,
sem-favored-board-oversight,semantic_favored,remediated,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,,
sem-favored-board-oversight,semantic_favored,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,0.9000,1.0000,0.8140,
sem-favored-board-oversight,semantic_favored,baseline,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
sem-favored-board-oversight,semantic_favored,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.8000,0.9000,0.8000,0.8140,
sem-favored-board-oversight,semantic_favored,remediated,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,,
ambiguous-risk,ambiguous,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
ambiguous-risk,ambiguous,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
ambiguous-risk,ambiguous,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
ambiguous-risk,ambiguous,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
ambiguous-risk,ambiguous,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
ambiguous-risk,ambiguous,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
ambiguous-risk,ambiguous,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
ambiguous-risk,ambiguous,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
ambiguous-risk,ambiguous,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
ambiguous-risk,ambiguous,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
ambiguous-performance,ambiguous,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
ambiguous-performance,ambiguous,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
ambiguous-performance,ambiguous,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
ambiguous-performance,ambiguous,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,,
ambiguous-performance,ambiguous,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
ambiguous-performance,ambiguous,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,,
ambiguous-performance,ambiguous,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
ambiguous-performance,ambiguous,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,,
ambiguous-performance,ambiguous,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
ambiguous-performance,ambiguous,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,,
weak-employee-sabbatical,weak_match,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
weak-employee-sabbatical,weak_match,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
weak-employee-sabbatical,weak_match,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,0.8378,
weak-employee-sabbatical,weak_match,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,,
weak-employee-sabbatical,weak_match,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.2000,0.2000,0.2000,0.8378,
weak-employee-sabbatical,weak_match,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.2000,0.2000,0.2000,,
weak-employee-sabbatical,weak_match,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,0.8378,
weak-employee-sabbatical,weak_match,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,,
weak-employee-sabbatical,weak_match,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.2000,0.2000,0.2000,0.8378,
weak-employee-sabbatical,weak_match,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.2000,0.2000,0.2000,,
weak-quantum-computing,weak_match,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
weak-quantum-computing,weak_match,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
weak-quantum-computing,weak_match,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.6769,
weak-quantum-computing,weak_match,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,,
weak-quantum-computing,weak_match,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.6769,
weak-quantum-computing,weak_match,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,,
weak-quantum-computing,weak_match,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.6769,
weak-quantum-computing,weak_match,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,,
weak-quantum-computing,weak_match,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.6769,
weak-quantum-computing,weak_match,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,,
no-answer-crypto-subsidies,no_answer,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
no-answer-crypto-subsidies,no_answer,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
no-answer-crypto-subsidies,no_answer,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.7000,0.4000,0.7052,
no-answer-crypto-subsidies,no_answer,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.7000,0.4000,,
no-answer-crypto-subsidies,no_answer,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.3000,0.4000,0.7052,
no-answer-crypto-subsidies,no_answer,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.3000,0.4000,,
no-answer-crypto-subsidies,no_answer,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.7000,0.4000,0.7052,
no-answer-crypto-subsidies,no_answer,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.7000,0.4000,,
no-answer-crypto-subsidies,no_answer,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.3000,0.4000,0.7052,
no-answer-crypto-subsidies,no_answer,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.3000,0.4000,,
no-answer-space-tourism,no_answer,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
no-answer-space-tourism,no_answer,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
no-answer-space-tourism,no_answer,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,0.6894,
no-answer-space-tourism,no_answer,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
no-answer-space-tourism,no_answer,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,0.6894,
no-answer-space-tourism,no_answer,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,,
no-answer-space-tourism,no_answer,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,0.6894,
no-answer-space-tourism,no_answer,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
no-answer-space-tourism,no_answer,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,0.6894,
no-answer-space-tourism,no_answer,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,,
repeated-act-margin,repeated_passage,baseline,keyword,1.0000,1.0000,0.4000,0.4000,1.0000,,,,,,
repeated-act-margin,repeated_passage,remediated,keyword,1.0000,1.0000,0.4000,0.4000,1.0000,,,,,,
repeated-act-margin,repeated_passage,baseline,semantic_exact,0.0000,1.0000,0.0000,0.0000,0.1111,,0.8000,0.6000,0.8000,0.8080,
repeated-act-margin,repeated_passage,baseline,hybrid_exact,1.0000,1.0000,0.2000,0.2000,1.0000,,0.4000,0.5000,0.4000,,
repeated-act-margin,repeated_passage,remediated,semantic_exact,1.0000,1.0000,0.2000,0.2000,0.3333,,0.0000,0.0000,0.0000,0.8080,
repeated-act-margin,repeated_passage,remediated,hybrid_exact,1.0000,1.0000,0.2000,0.2000,1.0000,,0.0000,0.0000,0.0000,,
repeated-act-margin,repeated_passage,baseline,semantic_hnsw,0.0000,1.0000,0.0000,0.0000,0.1111,,0.8000,0.6000,0.8000,0.8080,
repeated-act-margin,repeated_passage,baseline,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,1.0000,,0.4000,0.5000,0.4000,,
repeated-act-margin,repeated_passage,remediated,semantic_hnsw,1.0000,1.0000,0.2000,0.2000,0.3333,,0.0000,0.0000,0.0000,0.8080,
repeated-act-margin,repeated_passage,remediated,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,1.0000,,0.0000,0.0000,0.0000,,
